code,client,latitude,longitude,surface_area,seeding_date,crop,disabled,geometry
PLOT00196,CLIENT00308,43.151711,1.626502,18,2026-05-14,Maïs semence,False,"MULTIPOLYGON(((1.62429587 43.15569033,1.62402318 43.15465688,1.6242572 43.15333172,1.6247364 43.15274636,1.62468147 43.1518239,1.62504339 43.15089662,1.626940133 43.151395294,1.62631724 43.15562568,1.62429587 43.15569033)),((1.62866269 43.15167571,1.62699216 43.15123778,1.62742553 43.14988546,1.62789738 43.1499289,1.62800274 43.14948105,1.626972 43.14897637,1.62591378 43.14873907,1.62586338 43.14805725,1.62727893 43.14826781,1.62737514 43.14800711,1.62978979 43.14861037,1.63106748 43.14892958,1.63098044 43.14918693,1.63105832 43.14965819,1.63094379 43.15015952,1.63071932 43.15055389,1.63079719 43.15079787,1.63064602 43.1511889,1.63052691 43.15162672,1.63031618 43.15186735,1.63005692 43.15204121,1.62866269 43.15167571)))"
PLOT00197,CLIENT00308,43.084563,1.89719,12,2026-04-30,Maïs semence,False,"MULTIPOLYGON(((1.8920452 43.08874905,1.89236857 43.08870241,1.89243455 43.08867079,1.89285646 43.08846858,1.89350443 43.08810114,1.89407618 43.087717,1.89457932 43.08738295,1.89495286 43.08704891,1.89537214 43.08660908,1.89566945 43.0862305,1.89584103 43.08616384,1.89594733 43.08612254,1.89601079 43.08618785,1.89619953 43.08664273,1.89632222 43.08722166,1.89612404 43.08782127,1.89582205 43.08824857,1.89543513 43.08835884,1.89438761 43.08875857,1.89347221 43.08911006,1.89284936 43.08902046,1.89239638 43.08888263,1.8920452 43.08874905)),((1.894007298 43.085096747,1.8939535 43.08510577,1.89396088 43.085090922,1.894007298 43.085096747)),((1.8908487 43.0874491,1.8907732 43.0870149,1.89090255 43.08658656,1.89140548 43.08589148,1.89166029 43.08571918,1.89401956 43.0852574,1.8943593 43.08520915,1.89488778 43.08535389,1.89566162 43.08579499,1.89580317 43.08597419,1.89585073 43.08602314,1.89581685 43.08604273,1.89550173 43.08622493,1.8947699 43.08709902,1.89383224 43.08776154,1.89223897 43.08866901,1.89184732 43.08864376,1.89157535 43.08845533,1.89134886 43.08829681,1.89115068 43.08802803,1.89099969 43.08782816,1.8908487 43.0874491)))"
PLOT00198,CLIENT00308,43.252568,1.588166,7,2026-04-19,Maïs semence,False,"POLYGON((1.58919114 43.25426609,1.58879246 43.25422544,1.58829012 43.25409187,1.58783562 43.25391184,1.58743693 43.25369116,1.58707014 43.25340079,1.58701833 43.25339017,1.58683797 43.25335322,1.58683849 43.2533619,1.58680571 43.25335518,1.58628937 43.25276176,1.58612751 43.25216269,1.58612758 43.25216206,1.58615977 43.25216073,1.58617885 43.25199967,1.58624834 43.25141315,1.5862487 43.25141015,1.58886705 43.25136125,1.58987921 43.25138527,1.58993586 43.25428169,1.58957331 43.25426519,1.58919114 43.25426609))"
PLOT00200,CLIENT00308,43.276998,1.525276,23,2026-04-24,Maïs semence,False,"POLYGON((1.52129018 43.27849696,1.5225487 43.27790055,1.52330398 43.27785196,1.5239714 43.27789136,1.52453029 43.27788772,1.52490939 43.2776878,1.52552269 43.27753677,1.52617207 43.27748424,1.52785623 43.27828998,1.52937149 43.27909227,1.52953506 43.27941972,1.52954578 43.27973215,1.52952433 43.27998991,1.52937412 43.28025547,1.5286231 43.28120446,1.52793646 43.28195427,1.52775407 43.28213001,1.52732491 43.28227841,1.52680993 43.28233308,1.52639151 43.28237994,1.52579069 43.28244243,1.52534008 43.28243462,1.52499676 43.28228622,1.52433157 43.28187226,1.52429266 43.28187379,1.520314264 43.279483161,1.52032766 43.2794344,1.52032918 43.27942905,1.52049421 43.27884636,1.52129018 43.27849696))"
PLOT00201,CLIENT00308,43.19692,1.606895,21,2026-04-25,Maïs semence,False,"MULTIPOLYGON(((1.60288362 43.19599585,1.60463709 43.19574392,1.6046595 43.1957407,1.60528663 43.19628337,1.60574412 43.19687629,1.60583732 43.19740744,1.6057526 43.19772243,1.60564246 43.19792006,1.60551403 43.19832951,1.60359621 43.19844215,1.60313985 43.19689464,1.60288811 43.196041,1.60288362 43.19599585)),((1.60558105 43.19590803,1.60885003 43.19586921,1.6088748 43.19586892,1.60889658 43.19587835,1.60897609 43.19591276,1.60961916 43.19619112,1.60975515 43.19624998,1.60990477 43.19631475,1.60983993 43.19694314,1.60972238 43.19808237,1.60591989 43.19830568,1.60599829 43.19704305,1.60555774 43.19647483,1.60557031 43.19622871,1.60557032 43.19622871,1.60558105 43.19590803)))"
PLOT00204,CLIENT00308,43.243843,1.621305,25,2026-04-16,Maïs semence,False,"MULTIPOLYGON(((1.62011239 43.24255452,1.61981598 43.24242897,1.61940188 43.24395802,1.61898473 43.24564864,1.61850277 43.24561239,1.61801654 43.24556104,1.61603599 43.24289409,1.61681498 43.24219969,1.61736638 43.24156119,1.6187932 43.2406018,1.61999243 43.24013139,1.62085429 43.23997413,1.62024301 43.24210021,1.62011239 43.24255452)),((1.62006145 43.24475458,1.61997412 43.24451073,1.6201415 43.2440124,1.61986439 43.24396944,1.61990862 43.24374203,1.62096387 43.24001507,1.62089617 43.23998877,1.62085716 43.23997361,1.62090347 43.23996516,1.62176566 43.2404002,1.62202988 43.24054456,1.62223452 43.24065637,1.62262665 43.24087061,1.62277925 43.24154969,1.62312046 43.24340662,1.62312146 43.24412795,1.62323609 43.24494837,1.62323994 43.24497596,1.62324629 43.24536845,1.62314842 43.2459763,1.62271907 43.24598856,1.62271897 43.24598751,1.62248304 43.24599141,1.62248703 43.24600344,1.62112111 43.24600344,1.62079445 43.24599342,1.62038706 43.24591429,1.6199814 43.24529001,1.62006145 43.24475458)))"
PLOT00205,CLIENT00308,43.286937,1.618423,14,2026-04-17,Maïs semence,False,"POLYGON((1.61489513 43.2873465,1.61435405 43.28604133,1.61435089 43.28603402,1.61436796 43.2860312,1.61427194 43.28585136,1.61357085 43.2842294,1.6135255 43.28406541,1.61390009 43.2839928,1.61439253 43.2839203,1.61492369 43.2839928,1.6153774 43.28412974,1.61572598 43.28427474,1.61613375 43.28448566,1.61630763 43.28470844,1.61641196 43.2849059,1.61650238 43.28503754,1.61655802 43.28513881,1.61652988 43.28520197,1.61652128 43.28522128,1.61721865 43.28514318,1.61775582 43.28507032,1.61794947 43.28504213,1.6179226 43.28480733,1.61913911 43.28518223,1.61970556 43.28628181,1.61969657 43.28662595,1.61936528 43.28683384,1.6185117 43.28703475,1.61821525 43.28709056,1.61789324 43.28714265,1.61757588 43.28711678,1.61735058 43.28703868,1.61708236 43.28692934,1.61674327 43.28685881,1.61670685 43.28685124,1.616689295 43.286860714,1.61630784 43.28679203,1.61616723 43.28693166,1.61607157 43.28713282,1.61583781 43.28728078,1.61553741 43.28732764,1.615237 43.2873745,1.61491513 43.28735107,1.61489513 43.2873465))"
PLOT00207,CLIENT00308,43.299814,1.516778,15,2026-04-16,Maïs semence,False,"POLYGON((1.51984692 43.29827597,1.52032971 43.29834625,1.52082324 43.2985805,1.52124166 43.29885379,1.52145624 43.29894749,1.52159109 43.29878345,1.52213993 43.29916445,1.52260433 43.29971137,1.52279853 43.3006577,1.52265787 43.30127041,1.52181029 43.30173889,1.52084805 43.30110014,1.52038336 43.30113377,1.52015805 43.30128602,1.51979126 43.3015192,1.51979242 43.30152142,1.51990768 43.30174177,1.51988983 43.30232057,1.51988983 43.30240646,1.51991129 43.3026407,1.51951246 43.30269863,1.51876641 43.30263867,1.51826732 43.30243633,1.51772708 43.30212532,1.51737122 43.30175919,1.51738261 43.3016368,1.5173918 43.30153811,1.51727832 43.30140409,1.51720142 43.30131328,1.51717407 43.30130099,1.5169596 43.30120462,1.51686699 43.30107721,1.51677952 43.3007587,1.5167141 43.30031392,1.51677847 43.2998142,1.51769042 43.29917393,1.518982 43.2984086,1.51952505 43.29829159,1.51984692 43.29827597))"
PLOT00209,CLIENT00308,43.254404,1.568157,22,2026-04-16,Maïs semence,False,"POLYGON((1.56867556 43.25737813,1.56809985 43.25769074,1.56756107 43.25782441,1.56740713 43.25785459,1.5668996 43.25792389,1.56654468 43.25789106,1.56634064 43.25787542,1.56615787 43.25785459,1.56591513 43.257639,1.56566646 43.25741909,1.56542371 43.2570612,1.5653349 43.25688441,1.56517289 43.25643931,1.56548791 43.25603292,1.56590236 43.25537318,1.56700972 43.25303857,1.567183232 43.25238402,1.56733124 43.252047416,1.57074267 43.25332234,1.57005579 43.25459955,1.56927176 43.25617789,1.56867556 43.25737813))"
PLOT00212,CLIENT00308,43.101982,1.725628,12,2026-04-24,Maïs semence,False,"MULTIPOLYGON(((1.72291128 43.10169736,1.72331607 43.10183433,1.72365176 43.10193164,1.72418985 43.10199292,1.72493527 43.10201454,1.72636903 43.10240076,1.72636904 43.10240076,1.72612247 43.10324549,1.72291629 43.10282533,1.72215586 43.10181992,1.72211677 43.10177863,1.72291128 43.10169736)),((1.72691977 43.1023894,1.72613979 43.10210105,1.72538943 43.101892,1.72516729 43.10193525,1.72486122 43.10184153,1.72396277 43.10182351,1.72344936 43.10170096,1.72309099 43.10147869,1.72299026 43.10141621,1.72449672 43.09996782,1.72613584 43.09820643,1.72661511 43.0983549,1.72667321 43.09872607,1.72739938 43.0992457,1.72776247 43.09956384,1.72827079 43.09977593,1.72876459 43.09992439,1.72917125 43.10034857,1.72735092 43.1025395,1.72691977 43.1023894)))"
PLOT00213,CLIENT00308,43.277943,1.51417,10,2026-04-19,Maïs semence,False,"POLYGON((1.51532294 43.279345134,1.51574107 43.27974606,1.51683859 43.28019489,1.51728766 43.28077355,1.51695949 43.28185539,1.51666587 43.28267304,1.51554318 43.28315105,1.513719232 43.279941642,1.51369578 43.27989165,1.51366315 43.27984296,1.51338416 43.27935204,1.51282081 43.27798745,1.51280588 43.27794203,1.51275064 43.27778598,1.51247218 43.27688817,1.51244937 43.27681463,1.5121737 43.27608265,1.51215909 43.27582631,1.51215459 43.27574735,1.5132604 43.27660198,1.51429609 43.27732415,1.51540793 43.27807625,1.51517525 43.27902845,1.51443236 43.27936414,1.51530333 43.27933617,1.51532294 43.279345134))"
PLOT00214,CLIENT00308,43.072365,1.795853,12,2026-05-13,Maïs semence,False,"MULTIPOLYGON(((1.79585345 43.072369,1.79585841 43.07236849,1.79585973 43.07240606,1.79585988 43.07241034,1.79850503 43.07211836,1.79850919 43.0721179,1.7989187 43.07392272,1.79892248 43.07392282,1.79894297 43.07400771,1.79785458 43.07526155,1.79762444 43.07581842,1.79752375 43.07580791,1.79599424 43.07599353,1.79505448 43.07587796,1.79505571 43.07587501,1.79544765 43.07493584,1.79553875 43.0747327,1.79538052 43.07441048,1.79556752 43.07392015,1.79530381 43.07356991,1.7953134 43.07329672,1.79567779 43.07243162,1.79569238 43.07238549,1.79585345 43.072369)),((1.79900445 43.07387529,1.7986198 43.07210635,1.79957117 43.07201107,1.79957546 43.07201064,1.79984903 43.07340027,1.7997027 43.07366053,1.79965992 43.07414697,1.80181362 43.07507332,1.80181354 43.07507611,1.80180269 43.07545663,1.80044673 43.07558545,1.79802005 43.07581599,1.79830429 43.07512922,1.79831189 43.07512356,1.79867677 43.0748518,1.79886185 43.07471396,1.79927535 43.07473271,1.79948716 43.07474232,1.79948206 43.07422003,1.79946455 43.07411453,1.79946163 43.07409692,1.79964549 43.07413796,1.79965545 43.0739342,1.7996557 43.07392904,1.79905639 43.07388221,1.79900508 43.0738782,1.79900445 43.07387529)))"
PLOT00215,CLIENT00308,43.085874,1.759973,15,2026-04-29,Maïs semence,False,"MULTIPOLYGON(((1.76253035 43.0853849,1.76164629 43.08397447,1.76328529 43.08347367,1.7639998 43.08364323,1.76404272 43.08475592,1.76253035 43.0853849)),((1.76337112 43.08803009,1.76347409 43.08756727,1.76393006 43.08686992,1.76441823 43.08738705,1.76469047 43.08768593,1.76433239 43.08825286,1.76419828 43.08913041,1.76361893 43.08919309,1.76354383 43.08878566,1.76337753 43.08826853,1.7633733 43.08803151,1.76337112 43.08803009)),((1.7580929 43.08535043,1.75625827 43.08635965,1.75438073 43.08737043,1.75411894 43.0868909,1.75393012 43.0866574,1.753737 43.08650539,1.75358465 43.08616533,1.75367262 43.08582527,1.7536855 43.08549147,1.75773456 43.08390238,1.75848343 43.08514983,1.7580929 43.08535043)),((1.75844134 43.08553584,1.75920012 43.08506834,1.76001337 43.08467499,1.76111911 43.08612554,1.76231001 43.08747324,1.76154974 43.0879001,1.76133087 43.08812262,1.7610884 43.08784682,1.76079657 43.08767444,1.76051333 43.08756161,1.76031981 43.08748108,1.75837253 43.08556921,1.75844159 43.08553606,1.75844134 43.08553584)))"
PLOT00217,CLIENT00308,43.241642,1.603477,35,2026-04-15,Maïs semence,False,"POLYGON((1.60761609 43.23883949,1.60647837 43.24482691,1.60438323 43.24500176,1.60388692 43.24463858,1.60368107 43.24424347,1.60349436 43.24325986,1.60319994 43.24169727,1.60329808 43.24151344,1.60368107 43.2400817,1.60439164 43.23980782,1.60481223 43.23816343,1.60525508 43.23807503,1.60589634 43.23817059,1.60681452 43.23851035,1.60761609 43.23883949))"
PLOT00220,CLIENT00308,43.112392,1.72937,21,2026-04-25,Maïs semence,False,"POLYGON((1.73538304 43.114745273,1.73538044 43.11475438,1.73580996 43.11484393,1.73516568 43.1154708,1.73473616 43.11616482,1.73301806 43.11719464,1.7307784 43.11650063,1.73097782 43.11588567,1.73094102 43.11587903,1.72961255 43.11563941,1.72901428 43.11407224,1.72755697 43.11406034,1.72685133 43.1127618,1.72676384 43.11176786,1.72699782 43.1114228,1.72731153 43.11096017,1.72830864 43.11041163,1.7307017 43.11071389,1.73179085 43.11106092,1.73231241 43.11187814,1.73211299 43.11289684,1.732119285 43.112890034,1.73165269 43.11399979,1.73538304 43.114745273))"
PLOT00221,CLIENT00308,43.23423,1.595903,12,2026-04-16,Maïs semence,False,"POLYGON((1.59301524 43.23371857,1.59504866 43.23381476,1.59505359 43.23381499,1.59524042 43.23422933,1.59584679 43.23557411,1.5953751 43.23575445,1.59339462 43.23536094,1.59332407 43.23668847,1.59262711 43.23700958,1.59129911 43.2375778,1.59132412 43.23712234,1.59138842 43.23566075,1.59032652 43.23634243,1.58948094 43.23651091,1.5894809 43.23651082,1.58900657 43.23558448,1.58921845 43.23513135,1.58939196 43.23477929,1.59062629 43.23439861,1.59186574 43.23401636,1.59272589 43.2346395,1.59301524 43.23371857))"
PLOT00223,CLIENT00308,43.093126,1.86356,10.5,2026-04-24,Maïs semence,False,"POLYGON((1.86212619 43.09100585,1.8621908 43.0909866,1.8635825 43.09113179,1.8648019 43.09153832,1.86517302 43.09545827,1.86221731 43.09479045,1.86204322 43.09479686,1.86212619 43.09100585))"
PLOT00225,CLIENT00308,43.306441,1.47924,25,2026-04-18,Maïs semence,False,"POLYGON((1.47431257 43.30889223,1.47369119 43.30828634,1.4732438 43.30769853,1.4731071 43.30702028,1.4733805 43.30636916,1.47367877 43.30476845,1.47484695 43.30437052,1.47616435 43.3040076,1.47626189 43.30398225,1.476521151 43.30391488,1.47864431 43.30940824,1.47809367 43.3095535,1.47669865 43.30978749,1.47538133 43.30947098,1.47431257 43.30889223))"
PLOT00228,CLIENT00308,42.9819,1.889925,20,2026-05-13,Maïs semence,False,"MULTIPOLYGON(((1.8929329 42.98256468,1.89162614 42.98255646,1.89160804 42.98255635,1.89160406 42.98255632,1.89160655 42.98263977,1.89160979 42.98274833,1.89163606 42.98362716,1.89054781 42.98368407,1.88639567 42.98372019,1.88617777 42.98364579,1.88516487 42.98329995,1.88585474 42.98095253,1.88594368 42.98094568,1.88976712 42.98065104,1.88978373 42.98064985,1.89298768 42.98042058,1.89296275 42.98139622,1.8929329 42.98256468)),((1.88567336 42.9809472,1.88541012 42.98219603,1.88501452 42.98310118,1.88507307 42.98333481,1.88498856 42.98353263,1.88402385 42.98355676,1.88145952 42.98338787,1.88168214 42.98316468,1.8816739 42.98280276,1.88196249 42.98235639,1.88169863 42.98186176,1.88122864 42.98166873,1.88007058 42.98153341,1.8788463 42.98136269,1.87879772 42.98081495,1.88054427 42.98046229,1.88142653 42.98045626,1.88293694 42.98053752,1.88449158 42.98085051,1.88493085 42.98101123,1.88567336 42.9809472)))"
PLOT00229,CLIENT00308,43.088649,1.9015,16,2026-05-08,Maïs semence,False,"POLYGON((1.89886451 43.08938404,1.89936876 43.08909413,1.89959407 43.08871804,1.89956188 43.08840463,1.89957261 43.08801287,1.89955115 43.08743305,1.89937949 43.08672786,1.89939022 43.08621855,1.90011978 43.08585028,1.90062404 43.08588946,1.9013536 43.08601483,1.90165401 43.0861402,1.90217972 43.08639094,1.90237284 43.08661033,1.90252549 43.08718137,1.90390706 43.08789534,1.9046473 43.08863903,1.9046473 43.08932868,1.90461132 43.08972276,1.90363101 43.09009713,1.90289855 43.09067682,1.90263271 43.09088527,1.90162542 43.09097066,1.90033932 43.09078019,1.89983567 43.09035328,1.89924002 43.08983847,1.89886451 43.08938404))"
PLOT00234,CLIENT00308,43.277355,1.600542,23,2026-04-29,Maïs semence,False,"POLYGON((1.59942804 43.27714334,1.5993937 43.2770501,1.5992591 43.27668459,1.59889714 43.27629443,1.59882192 43.2759556,1.59843645 43.27578448,1.59843645 43.275408,1.5975903 43.27549356,1.59710612 43.27472007,1.59775483 43.2747714,1.59929201 43.2746345,1.6003309 43.27445311,1.6025779 43.27571603,1.60270012 43.2763663,1.6027049 43.27652399,1.6027049 43.2766775,1.60286613 43.27764365,1.60255607 43.2785195,1.60188364 43.27902127,1.60189328 43.27914384,1.60133437 43.27945894,1.60080317 43.27972588,1.60008394 43.27986962,1.59968905 43.27991151,1.59967583 43.27991291,1.59937411 43.27994491,1.59896984 43.27994149,1.59844082 43.27972845,1.59834949 43.27918879,1.59828855 43.277266,1.59927338 43.27717211,1.59943303 43.27715689,1.59942804 43.27714334))"
PLOT00243,CLIENT00308,43.951112,1.35848,3.4,2026-04-27,Maïs semence,False,"POLYGON((1.35748637 43.95220691,1.35743881 43.952122622,1.357437466 43.952100355,1.357449226 43.952081193,1.357449229 43.952081189,1.35756822 43.951893903,1.357568221 43.951893902,1.3576924 43.95171232,1.358073129 43.951099205,1.358073135 43.951099196,1.358117504 43.951029362,1.358117522 43.951029332,1.358134342 43.951002991,1.358134345 43.951002987,1.35888654 43.94987046,1.35901383 43.9496788,1.359022504 43.949663888,1.35903867 43.94964048,1.359157764 43.949431353,1.35930643 43.94917577,1.35942079 43.94897581,1.359468464 43.948892454,1.35954999 43.94880115,1.35962654 43.948750833,1.35972381 43.94872049,1.359745884 43.9487136,1.359808867 43.948705354,1.359850671 43.948702162,1.360039963 43.94870747,1.36022205 43.9487254,1.360226846 43.948813354,1.3601789 43.94892632,1.360173627 43.948939212,1.36002278 43.9492811,1.359955046 43.949473609,1.35993347 43.94952636,1.35976474 43.95000124,1.359746007 43.95006773,1.35971813 43.95014696,1.35968478 43.95024176,1.35937958 43.95138036,1.359367033 43.951503931,1.35934757 43.95161057,1.35934481 43.951722794,1.35931652 43.95200141,1.359337463 43.952021514,1.35933734 43.95202653,1.35929132 43.95227316,1.359224585 43.952312731,1.35919796 43.95231374,1.359071448 43.952550092,1.35904589 43.95259342,1.35872014 43.95319578,1.3583929 43.95310008,1.358240886 43.953056519,1.35786985 43.95293956,1.35799052 43.95263187,1.357890874 43.952546852,1.35786624 43.95251848,1.35791336 43.95231269,1.35748637 43.95220691))"
PLOT00246,CLIENT00308,43.120664,1.354394,10,2026-04-29,Maïs semence,False,"MULTIPOLYGON(((1.3547831 43.121787968997,1.35452057 43.121578328971,1.35456531 43.121545678966,1.3545318099 43.121501538961,1.35441573 43.121461668956,1.35379197 43.121679128983,1.35375356 43.121700268986,1.35375329 43.121700358986,1.35372104 43.121711088988,1.35322485 43.12126304893,1.35341578 43.121172228919,1.35347497 43.121111768911,1.3532367 43.120882258881,1.35325907 43.120836918876,1.35310248 43.120664618854,1.3530353799 43.120646488851,1.35252308 43.120217318796,1.35399107 43.11938478869,1.35492368 43.120253618801,1.35577791 43.121033118901,1.3559195799 43.121163698917,1.3558823 43.121212668924,1.35597675 43.121312418837,1.3548049 43.121780378996,1.3547831 43.121787968997)),((1.3510629999 43.12155955,1.35192299 43.12091751,1.35227594 43.12141808,1.35241513 43.12145073,1.3528625299 43.12131289,1.35359824 43.12243009,1.3530564 43.12272753,1.35250958 43.12286899,1.35225605 43.12321357,1.35204727 43.1231192699,1.35177883 43.1228762399,1.35155016 43.12246637,1.3510629999 43.12155955)))"
PLOT00250,CLIENT00308,43.167079,1.707343,8,2026-05-19,Maïs semence,False,"POLYGON((1.70671953 43.16601704,1.70672752 43.16594544,1.706753628 43.165711489,1.708722834 43.166000164,1.70870521 43.16631382,1.71003986 43.16649189,1.70976316 43.16765527,1.70745711 43.16738989,1.70212966 43.1667768,1.70219477 43.16538785,1.70671953 43.16601704))"
PLOT00252,CLIENT00308,43.223448,1.732278,9.54,2026-05-21,Maïs semence,False,"MULTIPOLYGON(((1.73097986 43.22199073,1.73087278 43.22198113,1.73022141 43.22185554,1.73057487 43.22179117,1.73115588 43.22145651,1.73218278 43.22094469,1.73291242 43.22071831,1.73097986 43.22199073)),((1.7305071 43.222413747563,1.72895184 43.225198768992,1.72814319 43.22515638897,1.726800246 43.225086004934,1.7269170706478 43.224680035287,1.72668043998 43.224625588354,1.7265192093019 43.224785992527,1.7264385939629 43.224999096854,1.725432691048 43.224925839855,1.7256271139344 43.224248148863,1.7261642076561 43.223057141368,1.7263040084842 43.222797806487,1.7270768106398 43.222335199688,1.7280468202704 43.222274293201,1.7274160261356 43.222798924851,1.7277014438875 43.223131601196,1.72809415 43.223261007998,1.72857661 43.223385248061,1.72911656 43.222172507439,1.729814 43.221910287305,1.729825192 43.221896416298,1.72997545 43.221869057284,1.73036871 43.221931937316,1.73052597 43.221957087329,1.73089407 43.222015947359,1.73085014 43.222044867374,1.7305071 43.222413747563)))"
PLOT00254,CLIENT00308,43.947484,1.474176,15,2026-04-24,Maïs semence,False,"POLYGON((1.477636819 43.948103152,1.47716331 43.94846918,1.476586523 43.948943742,1.47656559 43.94895964,1.47633214 43.94914816,1.47619313 43.94920683,1.47607872 43.94900632,1.4759627 43.94881259,1.47583148 43.94859258,1.4750639 43.94732758,1.4749751 43.94716884,1.47502154 43.94714734,1.47492434 43.94699958,1.47487263 43.94700744,1.47461686 43.94658619,1.4743351 43.94612358,1.47389986 43.94540244,1.47374216 43.94513728,1.47433247 43.94508296,1.47527436 43.94483775,1.47537365 43.944802922,1.475660605 43.944737114,1.4757834 43.94472343,1.47605668 43.94465248,1.47635145 43.94453339,1.47668552 43.94444467,1.47689946 43.94441702,1.47702813 43.94436309,1.47710161 43.94429785,1.47743158 43.94413959,1.4776463 43.94406575,1.47793097 43.9439453,1.47797571 43.94396466,1.478333 43.9445558,1.4792855 43.94612627,1.47932785 43.94619444,1.47926905 43.94632828,1.4791822 43.94652446,1.47915008 43.94660048,1.47905002 43.94680955,1.47884941 43.94719456,1.47837362 43.94751784,1.4779392 43.9478191,1.47777522 43.94794971,1.477636819 43.948103152))"
PLOT00257,CLIENT00308,43.271577,1.559121,68,2026-04-22,Maïs semence,False,"POLYGON((1.55926736 43.27162262,1.56163573 43.27236226,1.56151347 43.27255366,1.56131387 43.27286611,1.56134276 43.27287535,1.56197369 43.27307703,1.5622741 43.27257317,1.56421771 43.27326648,1.5634749 43.27575134,1.56342378 43.27592235,1.56306705 43.27719645,1.56263745 43.27790769,1.56258791 43.2779897,1.56079379 43.27737902,1.56027317 43.27686554,1.55997276 43.27637344,1.55944705 43.27653747,1.55909705 43.27659207,1.55904944 43.2765995,1.55884624 43.2766312,1.55541703 43.27554377,1.55540666 43.27554048,1.55500531 43.27511582,1.55489389 43.27484859,1.55489237 43.27484494,1.55482292 43.27467838,1.5547292 43.27417343,1.55471775 43.27411176,1.55471563 43.27410034,1.55472996 43.27406087,1.55491314 43.27355637,1.55528639 43.27302531,1.55565738 43.27251557,1.55613516 43.27185911,1.55684234 43.27194957,1.55701731 43.27197195,1.55716592 43.27196898,1.55722618 43.27196777,1.55759772 43.27145765,1.55760169 43.27145219,1.5589325 43.27181055,1.55901962 43.27172406,1.55905052 43.27169338,1.55906749 43.2716655,1.55912135 43.27157702,1.55913607 43.27158162,1.55926736 43.27162262))"
PLOT00259,CLIENT00308,43.256542,1.573027,15,2026-04-23,Maïs semence,False,"POLYGON((1.57569676 43.25693212,1.57555091 43.25729224,1.57533996 43.2576228,1.57502264 43.25792206,1.5750048 43.25793888,1.57269514 43.25849732,1.57250825 43.25860756,1.57196562 43.25853072,1.57157143 43.25833694,1.57117724 43.25797092,1.57083641 43.25767638,1.57043019 43.25743453,1.57016144 43.25735579,1.57004405 43.25696546,1.57005023 43.25658863,1.5701877 43.2560993,1.57036687 43.25568534,1.57039118 43.25566988,1.57070358 43.25547112,1.57071769 43.25545978,1.57098623 43.25524389,1.57099236 43.25524091,1.57185721 43.25482017,1.5723598 43.25461203,1.57273428 43.25454026,1.57364239 43.25467142,1.5736507 43.25465018,1.57489148 43.25535094,1.57568529 43.25650257,1.57569676 43.25693212))"
PLOT00260,CLIENT00308,43.238467,1.614497,44,2026-04-16,Maïs semence,False,"POLYGON((1.60897578 43.23439955,1.60898053 43.23439622,1.60915612 43.23420944,1.60917295 43.23419154,1.60923201 43.23418367,1.60976177 43.23411303,1.61031896 43.23358655,1.61046947 43.23344434,1.61083382 43.23322808,1.6109052 43.23318571,1.61155348 43.23292333,1.61170279 43.23289585,1.61175238 43.23288672,1.61280621 43.23269276,1.61283365 43.23270039,1.6128679 43.23270991,1.61295116 43.23273306,1.61345156 43.23287219,1.61425628 43.23309524,1.61514479 43.23336984,1.61620943 43.23373164,1.61643973 43.23601152,1.61645707 43.23618321,1.61649262 43.23647081,1.61652238 43.23671156,1.61658088 43.23731104,1.61662306 43.23776108,1.61663967 43.2381111,1.6166462 43.23824877,1.61664918 43.23830426,1.61665116 43.23834107,1.61666116 43.23852731,1.61616997 43.23914981,1.61550053 43.23953144,1.61519247 43.23965972,1.61517405 43.23966739,1.61515664 43.23967464,1.61307657 43.23956451,1.61212787 43.23939709,1.61185302 43.23924841,1.61159586 43.23904422,1.61133628 43.23875329,1.61133053 43.23874684,1.61142073 43.23870832,1.61186663 43.23851787,1.61215389 43.23831786,1.61259049 43.23821851,1.61255775 43.2379267,1.61253199 43.23769711,1.61223945 43.23764457,1.61202358 43.23765756,1.6111376 43.23771085,1.61077266 43.2377328,1.61074584 43.23744055,1.61074137 43.2373918,1.61073808 43.23738445,1.61068014 43.23725501,1.61060258 43.23725996,1.6100693 43.23720639,1.60936423 43.23694535,1.60872851 43.2361538,1.60843955 43.23525277,1.60846267 43.23492435,1.608669724 43.234614272,1.60889399 43.23445694,1.60897578 43.23439955))"
PLOT00261,CLIENT00308,43.078913,1.769282,14,2026-05-06,Maïs semence,False,"MULTIPOLYGON(((1.76928163 43.07891342,1.76889539 43.07889775,1.76861107 43.07881155,1.76846087 43.07869792,1.76814437 43.07876845,1.76776886 43.07801908,1.76952571 43.07763704,1.77128121 43.07725745,1.77216232 43.07712276,1.77235007 43.0771306,1.77257226 43.07707538,1.7731999 43.07832532,1.7718588 43.07864662,1.76952302 43.07920337,1.76928163 43.07891342)),((1.75274312 43.0828433,1.75338149 43.08196958,1.75518619 43.08138151,1.75544679 43.08165613,1.75567746 43.08164438,1.75618172 43.08155818,1.75701857 43.0828433,1.75767651 43.08385898,1.75770638 43.08390509,1.75772667 43.08393641,1.75604986 43.08450414,1.75419688 43.08521364,1.75274312 43.0828433)))"
