code,client,latitude,longitude,surface_area,seeding_date,crop,disabled,geometry
PLOT00124,CLIENT00308,43.186447,1.711946,16.5,2026-04-25,Maïs semence,False,"POLYGON((1.711504082 43.18668008,1.7115034 43.18666492,1.71147293 43.1866485,1.71146823 43.18664597,1.71107715 43.18643521,1.71103373 43.18644654,1.710227559 43.186656991,1.70914218 43.18367676,1.706278796 43.184320662,1.70626629 43.18430668,1.70624869 43.18424537,1.70584592 43.18284221,1.70586927 43.18170126,1.70600939 43.18127553,1.708518031 43.181193863,1.70924062 43.18364089,1.71289471 43.182695404,1.713757488 43.185573213,1.711504082 43.18668008))"
PLOT00125,CLIENT00308,43.252169,1.665842,12,2026-05-13,Maïs semence,False,"POLYGON((1.66319062 43.25329214,1.663681006 43.251044396,1.6637186 43.25104125,1.66473525 43.25095617,1.6662663 43.25053584,1.66701822 43.25058625,1.667908 43.25067825,1.66796234 43.25294921,1.66774394 43.25316758,1.667879355 43.253258672,1.666880101 43.254488382,1.66673662 43.25444184,1.666716884 43.254485052,1.66319062 43.25329214))"
PLOT00127,CLIENT00308,43.824185,1.532488,8,2026-05-21,Maïs semence,False,"POLYGON((1.534225963 43.8243530817,1.53281514 43.8248306,1.52980862 43.82575847,1.52890667 43.82444498,1.53059366 43.8238304,1.53231406 43.82327607,1.5332828226 43.8230510657,1.534225963 43.8243530817))"
PLOT00128,CLIENT00308,43.33218,1.905038,11,2026-05-26,Maïs semence,False,"POLYGON((1.907607521 43.330015724,1.908017013 43.33134736,1.90137174 43.33326593,1.90075201 43.33197715,1.907607521 43.330015724))"
PLOT00129,CLIENT00308,43.247575,2.150997,19,2026-04-17,Maïs semence,False,"POLYGON((2.14767629 43.25139609,2.14715646 43.25027533,2.14656374 43.24899742,2.14693371 43.24807531,2.14773741 43.247302,2.14901472 43.24669589,2.15178881 43.25186796,2.15039249 43.25214023,2.14960315 43.25197304,2.149448067 43.251973833,2.1488138 43.2518372,2.14767629 43.25139609))"
PLOT00134,CLIENT00308,43.889947,1.455959,14.16,2026-04-26,Maïs semence,False,"POLYGON((1.4581704586634 43.890052348133,1.4579464339606 43.890210756404,1.4576996707312 43.890558692944,1.4570666694037 43.891223632677,1.4564229392401 43.891625685658,1.4557148360602 43.891610222132,1.4544702910773 43.891617953895,1.4531030227177 43.891818979394,1.452448563718 43.891989077364,1.4518048335545 43.892298345154,1.4513756801121 43.892530294942,1.4507963229649 43.891873101528,1.4500453044407 43.891030337008,1.4508935421897 43.890651158729,1.4512583226158 43.890496520758,1.4519664257957 43.890310954663,1.4531513880232 43.890036884199,1.4539238642195 43.889727604665,1.4542886446456 43.889402859427,1.4549088925013 43.888954398805,1.455209299911 43.888753363638,1.4557886570582 43.888660577947,1.4564538448939 43.888753363638,1.4570546597132 43.888908006135,1.4574194401393 43.889031719843,1.4581704586634 43.890052348133))"
PLOT00135,CLIENT00308,43.848007,1.505222,11.98,2026-04-22,Maïs semence,False,"POLYGON((1.5013524662429 43.850897824402,1.5031119953567 43.849721781598,1.505515254634 43.848143371915,1.5055581699783 43.848236220699,1.5056440006667 43.848298119809,1.5061589847976 43.848731411777,1.5051075588638 43.850093166042,1.5051933895522 43.850309805899,1.5052363048965 43.850557393344,1.5055796276504 43.851362045442,1.5054079662734 43.851640576331,1.5048715244705 43.852476161193,1.5045067440444 43.852971317069,1.5039917599136 43.853590256132,1.5035626064712 43.854116349286,1.5032621990615 43.854054456214,1.5029188763076 43.853899723255,1.5026184688979 43.853714043174,1.5029617916518 43.853466468834,1.5021034847671 43.852847528486,1.5028759609634 43.852305950412,1.5024682651931 43.851919105919,1.5019532810622 43.851485837108,1.5013524662429 43.850897824402))"
PLOT00136,CLIENT00308,43.986161,1.59271,24,2026-05-09,Maïs semence,False,"MULTIPOLYGON(((1.58929074 43.97975232,1.5888747 43.9793331,1.58689432 43.97793167,1.5874435 43.97721298,1.58889134 43.97724892,1.59003962 43.97696144,1.59080514 43.9774765,1.59083843 43.97808739,1.59113798 43.97857849,1.59103813 43.9792253,1.59049211 43.97940055,1.59040955 43.9793833,1.59029738 43.97942655,1.59028925 43.97941694,1.58929074 43.97975232)),((1.59866868 43.98536171,1.59895193 43.98520114,1.59895632 43.98518378,1.59896898 43.9851766,1.59908641 43.98471187,1.59935533 43.98445388,1.59970724 43.98429949,1.60035097 43.98427478,1.60046977 43.98417931,1.6007354 43.98396587,1.60152407 43.98333211,1.60152685 43.98332988,1.60204183 43.98345417,1.60228216 43.98402235,1.60229742 43.98410619,1.60208815 43.98430073,1.60177425 43.98457056,1.60106797 43.98502865,1.60061455 43.98529849,1.60030065 43.98554322,1.60007395 43.985675,1.59986468 43.9858507,1.59941126 43.98613936,1.5987573 43.98660371,1.59775456 43.98732534,1.59732103 43.98597326,1.59720086 43.98559655,1.59701666 43.98559073,1.59697273 43.98556902,1.59732146 43.98558633,1.59732973 43.98558674,1.59817945 43.9854941,1.59826528 43.98542347,1.59866868 43.98536171)),((1.59726106 43.98405246,1.59873735 43.98504058,1.59873006 43.98516359,1.59737682 43.98540472,1.59736595 43.98540451,1.59672879 43.98539237,1.59672878 43.9853926,1.59672802 43.98541722,1.59671174 43.98541691,1.59671173 43.98541714,1.59671103 43.98543971,1.59661321 43.98539138,1.59656813 43.9853227,1.59645583 43.98520211,1.59617959 43.9847812,1.59597574 43.98466137,1.59596415 43.98465456,1.5956146 43.9844491,1.5955702 43.984423,1.59555732 43.98441297,1.59548112 43.98435364,1.59600899 43.98409807,1.59672972 43.98378829,1.59711408 43.9839988,1.59721215 43.98391421,1.59722568 43.98390254,1.59728106 43.98385478,1.59882295 43.98288754,1.59894208 43.98281281,1.599173 43.98268584,1.59921961 43.98269715,1.60033112 43.98296686,1.5997672 43.98326829,1.59975719 43.98328907,1.59975015 43.98329283,1.59953437 43.9837407,1.59920072 43.98405879,1.59919249 43.98407492,1.59918367 43.98408333,1.59893476 43.98457122,1.59875053 43.98495161,1.59874538 43.98494807,1.59797334 43.98441699,1.59803342 43.98415143,1.59781884 43.98397233,1.5978784 43.98380149,1.59786636 43.98378201,1.59787046 43.98376837,1.5978344 43.98373032,1.59775876 43.98360796,1.59775809 43.98361301,1.59774702 43.9836381,1.59774171 43.9836325,1.59773513 43.98363825,1.59728436 43.9840321,1.59726106 43.98405246)))"
PLOT00138,CLIENT00308,43.818475,1.45191,29.52,2026-04-29,Maïs semence,False,"POLYGON((1.4508229704043 43.821092193089,1.4506128648873 43.821107674913,1.4502695421334 43.820410988862,1.4488533357735 43.820550326723,1.4477375368233 43.820364542837,1.4468148569222 43.819977491217,1.4460852960702 43.819574954871,1.4451411584969 43.817515784191,1.4459994653817 43.815797173844,1.4472225526925 43.815410092616,1.4495828966256 43.815115909205,1.4511278490182 43.815348159387,1.4515355447884 43.815704274578,1.4525181265017 43.817128714104,1.4535695524355 43.818011230241,1.4519387693545 43.818615049555,1.4505440206667 43.818135091111,1.449514052405 43.818336364477,1.449878832831 43.819342721129,1.4523464651247 43.818816321304,1.4530974836489 43.820612254556,1.4508229704043 43.821092193089))"
PLOT00140,CLIENT00308,44.084244,1.498684,18,2026-04-27,Maïs semence,False,"POLYGON((1.49980938 44.08267122,1.49980545 44.08268071,1.49948381 44.08301659,1.49934529 44.08320028,1.50003719 44.08352538,1.50028181 44.08366718,1.50112939 44.08396775,1.50248181 44.08463582,1.50132465 44.0857039,1.50094271 44.0859925,1.5009201 44.08605276,1.50079553 44.08617579,1.50063372 44.08629614,1.50025177 44.08652579,1.49743867 44.08528196,1.49642587 44.08513554,1.49576926 44.08489817,1.49517394 44.08459053,1.49550533 44.08162581,1.49586797 44.08151868,1.49651987 44.08158741,1.49729245 44.08171203,1.49792314 44.08180266,1.49864842 44.08189328,1.49896216 44.08199787,1.49999211 44.0822189,1.49980545 44.08266938,1.49980938 44.08267122))"
PLOT00141,CLIENT00308,43.958572,1.164103,8,2026-04-16,Maïs semence,False,"POLYGON((1.1668971 43.95509945,1.16699346 43.95634252,1.16633501 43.95668364,1.16625471 43.95696694,1.16545172 43.9568224,1.16327563 43.95747572,1.16248144 43.9575788,1.1623826 43.95687818,1.16271668 43.95444539,1.16283227 43.95443837,1.16310337 43.95449578,1.1633306 43.95452845,1.16399026 43.95472737,1.16471298 43.9548277,1.1668971 43.95509945))"
PLOT00143,CLIENT00308,43.933462,1.38801,11,2026-05-21,Maïs semence,False,"MULTIPOLYGON(((1.38498134 43.93097955,1.38589566 43.93063807,1.38602893 43.9305951,1.38624059 43.93051772,1.38643144 43.93044546,1.38657688 43.9303957,1.38667265 43.9303579,1.38679779 43.93030793,1.38686215 43.93028897,1.38691122 43.93026299,1.3869707 43.93026057,1.38700108 43.93026025,1.38702137 43.93025553,1.38704323 43.93027441,1.3870946 43.93026584,1.38719031 43.93043711,1.38725193 43.93043151,1.38736146 43.93063436,1.38741993 43.93062557,1.38752507 43.93081757,1.38757909 43.93080555,1.38768769 43.93100215,1.38774371 43.93099589,1.38786134 43.93120254,1.38791817 43.93119007,1.38804281 43.9314163,1.38809761 43.93140323,1.38820159 43.93158478,1.38826082 43.9315801,1.38838407 43.93180365,1.3884395 43.93179437,1.38855495 43.93198306,1.38862399 43.93199187,1.38892494 43.9325163,1.38885085 43.93254207,1.38875606 43.9325753,1.3886379 43.93261591,1.38854697 43.93264978,1.3884152 43.93270131,1.388184 43.93279257,1.38813548 43.93281645,1.38808535 43.93282226,1.38796392 43.93287292,1.38781808 43.93292269,1.38763837 43.93300085,1.38755679 43.9330268,1.38746059 43.933057,1.38743474 43.93307551,1.38735865 43.93309505,1.38728197 43.93313262,1.38717745 43.93316902,1.38663664 43.93338241,1.38632791 43.93283398,1.38613492 43.93249259,1.38573624 43.93258965,1.38538265 43.93196024,1.38503211 43.93132245,1.38508106 43.93129909,1.38500472 43.93114291,1.38505299 43.93112445,1.38498134 43.93097955)),((1.383948018 43.931248551,1.38312861 43.93031425,1.38312985 43.93031277,1.383133431 43.930308491,1.38344068 43.9299555,1.38374684 43.92961778,1.383937066 43.929414811,1.38403483 43.92935769,1.384126021 43.929213199,1.38413885 43.92919951,1.384220545 43.929274906,1.384241182 43.929299008,1.38433317 43.92944786,1.38466828 43.93003336,1.38471444 43.93016,1.38478202 43.93051807,1.38483701 43.93072501,1.38487831 43.93096852,1.38493723 43.93140121,1.3849828 43.93178503,1.38505572 43.93230795,1.38499127 43.93232671,1.38505601 43.93240016,1.38500428 43.93242252,1.38422363 43.93155642,1.383948018 43.931248551)),((1.38634907 43.93543878,1.38657237 43.93543798,1.38662488 43.93552788,1.38666025 43.93560764,1.38689088 43.93593526,1.3869115 43.93605132,1.38698858 43.93616803,1.38688025 43.9362088,1.38657641 43.9363233,1.38631661 43.93640693,1.38611087 43.93647868,1.38588006 43.9365595,1.38575124 43.93660746,1.38553569 43.93668019,1.38538479 43.93673552,1.38528898 43.9367703,1.38506437 43.93685321,1.3849812 43.93688828,1.38489829 43.93692645,1.38480352 43.93695618,1.38458593 43.93704208,1.38445853 43.93708547,1.38437673 43.93711095,1.38412937 43.93675412,1.38378249 43.93625174,1.38369697 43.93613331,1.38370978 43.9361201,1.38370879 43.93608639,1.3836491 43.93602198,1.38377618 43.93595612,1.38404395 43.93584095,1.38427666 43.93575017,1.38461672 43.93563402,1.38471691 43.93560353,1.38476522 43.93558955,1.38505113 43.9355148,1.38530124 43.93547529,1.38549927 43.93546914,1.38577382 43.93546197,1.38634907 43.93543878)))"
PLOT00144,CLIENT00308,44.090911,1.498927,11,2026-05-01,Maïs semence,False,"POLYGON((1.49418786 44.09116467,1.49363419 44.09051436,1.49350079 44.0903163,1.49196221 44.08855928,1.49294414 44.08853386,1.49397844 44.0899247,1.49398298 44.08992361,1.49398993 44.08993296,1.49473659 44.08981329,1.49585313 44.08948678,1.49668207 44.09058277,1.49668615 44.09058124,1.49669356 44.09059103,1.49705581 44.09045484,1.49743386 44.09033036,1.49786705 44.09017193,1.49811121 44.0900814,1.49855228 44.08993428,1.49854095 44.0899241,1.49856541 44.08992388,1.4996232 44.09137153,1.50027142 44.09215959,1.50010534 44.09230152,1.4997261 44.09254919,1.4993009 44.09285464,1.49889868 44.09311882,1.49837004 44.09339125,1.49811483 44.09357449,1.49777246 44.09335822,1.49745414 44.09312674,1.49722976 44.09293868,1.49660647 44.09203422,1.49615209 44.09193002,1.49602568 44.09176491,1.49577286 44.09140991,1.49661177 44.09069992,1.4964279 44.09065864,1.49491096 44.09122003,1.49466963 44.09093934,1.49417563 44.09111183,1.49418786 44.09116467))"
PLOT00149,CLIENT00308,44.02004,1.486723,17,2026-05-26,Maïs semence,False,"MULTIPOLYGON(((1.51938796 43.98563365,1.51741259 43.98526957,1.51741258 43.98526957,1.51716583 43.98520471,1.51717181 43.98519783,1.51570109 43.98486903,1.51545697 43.98477534,1.51540662 43.98451162,1.51584469 43.98374195,1.51732642 43.98405724,1.5170945 43.98321338,1.51796323 43.98332298,1.51955813 43.98374464,1.51941166 43.98486318,1.51938796 43.98563365)),((1.48493834 44.0204533,1.48482498 44.02020876,1.48453178 44.0200412,1.48444176 44.01994771,1.48448278 44.01988801,1.48480234 44.01948464,1.48490205 44.01943026,1.4851284 44.01918854,1.48528095 44.01892968,1.48546643 44.01871117,1.48572593 44.01852731,1.48634961 44.01809143,1.48738693 44.01763097,1.48784573 44.01768964,1.48802925 44.01768231,1.48833512 44.01774831,1.4887042 44.01794655,1.48870721 44.01794309,1.48876381 44.01800924,1.48875489 44.01801949,1.48886214 44.01808478,1.48896024 44.01808597,1.48905667 44.01815532,1.48924939 44.01830082,1.48950131 44.01866852,1.49027004 44.0194893,1.49017738 44.01960769,1.49017191 44.01963074,1.49020371 44.01964447,1.49016905 44.01970442,1.48999152 44.0199809,1.48962377 44.02029258,1.48947716 44.02043495,1.48930829 44.02050815,1.48929181 44.02051263,1.48916673 44.02051088,1.48907661 44.02057109,1.48872908 44.0207213,1.48851531 44.02084017,1.48817806 44.0210854,1.48804861 44.02119957,1.48792724 44.02133945,1.487898 44.02136723,1.48783672 44.02140699,1.4876959 44.02140699,1.48759531 44.02140121,1.48748265 44.02140989,1.48734182 44.02142436,1.48723318 44.02144172,1.4871004 44.02144172,1.4865759 44.02123277,1.48606655 44.02103065,1.48548795 44.02077641,1.48506832 44.02059848,1.48493834 44.0204533)))"
PLOT00150,CLIENT00308,43.911746,1.120102,7,2026-04-24,Maïs semence,False,"POLYGON((1.12068094 43.91278873,1.11761856 43.91169208,1.11820221 43.91073984,1.11950741 43.9111854,1.1195964 43.910119637,1.12072304 43.91053726,1.121906624 43.910954462,1.12122888 43.91178925,1.12121104 43.91196879,1.12101615 43.91223275,1.12096158 43.91233945,1.12084465 43.91255848,1.12070577 43.91275381,1.12068094 43.91278873))"
PLOT00156,CLIENT00308,43.983548,1.406152,9,2026-04-21,Maïs semence,False,"MULTIPOLYGON(((1.40697381 43.98471247,1.40680808 43.9847786,1.40671555 43.98477902,1.40697381 43.98471247)),((1.40355205 43.98317285,1.40459687 43.9848086,1.40488064 43.98525545,1.40450624 43.98537621,1.40406728 43.98550626,1.40334429 43.98565489,1.40255674 43.98593357,1.40191751 43.98612605,1.40156609 43.98619686,1.401046 43.98625418,1.39959817 43.98440967,1.4003103 43.98411284,1.40355205 43.98317285)))"
PLOT00157,CLIENT00308,43.887652,1.451697,6,2026-05-20,Maïs semence,False,"POLYGON((1.45008113 43.88868729,1.45007926 43.88868831,1.45006128 43.88869812,1.45000614 43.8886385,1.4497219 43.88820596,1.44959558 43.88784171,1.449564 43.88748885,1.449564 43.88721566,1.44964295 43.88677173,1.44983244 43.88640747,1.45019562 43.88604322,1.45066934 43.88580417,1.45115885 43.88561066,1.45147466 43.8855196,1.45418767 43.88932195,1.45397072 43.88939251,1.45373272 43.88957186,1.4534917 43.88960831,1.45276949 43.88973121,1.45201154 43.88969706,1.45137992 43.88957186,1.45092199 43.88934421,1.45038511 43.88904827,1.45022052 43.88887031,1.45008113 43.88868729))"
PLOT00159,CLIENT00308,43.864388,1.487628,7,2026-04-25,Maïs semence,False,"POLYGON((1.49018705 43.86460329,1.49014413 43.86466517,1.48996532 43.86483301,1.48985982 43.86495911,1.48973107 43.86511768,1.48957551 43.86525305,1.48941994 43.86538068,1.48926973 43.86552765,1.48922205 43.865635,1.48905516 43.86581385,1.48899078 43.86591054,1.4887719 43.86604008,1.48876526 43.86604401,1.48870452 43.86607996,1.48846795 43.86615411,1.48831367 43.86617883,1.48811482 43.86617883,1.48791939 43.86617883,1.48774111 43.866164,1.4875354 43.86612692,1.48736055 43.86604288,1.48725769 43.86601569,1.48709126 43.86594058,1.48687834 43.86588565,1.48667391 43.86581594,1.48647995 43.86573213,1.48629831 43.865635,1.48613075 43.86552551,1.48597889 43.86540471,1.48584418 43.86527375,1.48572792 43.86513391,1.48557365 43.86507127,1.48538589 43.86495524,1.48513913 43.86478894,1.48435593 43.86342365,1.4842701 43.86248766,1.48561656 43.86113392,1.48675382 43.86166382,1.48555756 43.86316838,1.48526251 43.86418172,1.48535216 43.86428558,1.48549664 43.86428558,1.48573188 43.86406757,1.48592892 43.8638063,1.48624957 43.86338111,1.48644269 43.86314517,1.48651779 43.86304461,1.48665726 43.86295566,1.48679137 43.86288604,1.48694158 43.86283576,1.4871937 43.86278547,1.48741901 43.86275067,1.48757458 43.8627468,1.48779452 43.86272359,1.48799837 43.86273906,1.4882344 43.86276614,1.48841679 43.86282415,1.48859918 43.86292858,1.48877621 43.86301754,1.48898005 43.86311423,1.48913026 43.86321479,1.48935556 43.86333469,1.4895004 43.86341205,1.48965061 43.863501,1.49002612 43.86370213,1.4900583 43.86379108,1.4901334 43.86403475,1.49018705 43.86418945,1.4902246 43.8643751,1.49020851 43.86455688,1.49018705 43.86460329))"
PLOT00160,CLIENT00308,44.087222,1.579964,27,2026-04-21,Maïs semence,False,"MULTIPOLYGON(((1.53598448 44.08628834,1.53550954 44.08616426,1.53486188 44.08583855,1.53322789 44.08508153,1.53476474 44.08396178,1.53791938 44.08541963,1.53775334 44.08645654,1.53778319 44.08645636,1.53777699 44.08650271,1.53773418 44.08650243,1.5375393 44.08724311,1.53604925 44.08655977,1.53598448 44.08628834)),((1.58023386 44.08396768,1.58072858 44.08412167,1.580747 44.08412508,1.58076096 44.08412943,1.58129311 44.08422808,1.58182526 44.08433906,1.58210936 44.08535636,1.58280637 44.08692608,1.58295382 44.08732091,1.58310126 44.08770611,1.58336756 44.08844122,1.58013895 44.08791797,1.57861089 44.08756166,1.57820876 44.08729202,1.57555475 44.0863868,1.57513922 44.08618456,1.5750856 44.08614604,1.57496497 44.086069,1.57491821 44.08569044,1.57509628 44.08555494,1.5759062 44.08548105,1.5759716 44.0854858,1.57579476 44.0843896,1.57612082 44.08416055,1.57630196 44.08392108,1.57701204 44.08365557,1.5770845 44.08360352,1.57584548 44.08344734,1.57569332 44.08247903,1.57688336 44.08282693,1.57856564 44.0836531,1.57928662 44.0838504,1.57929377 44.08385126,1.579319 44.08385816,1.58023386 44.08396768)))"
PLOT00161,CLIENT00308,43.888672,1.128893,11,2026-04-16,Maïs semence,False,"POLYGON((1.12415984 43.88785268,1.12407354 43.88679451,1.12503515 43.8860514,1.1252782 43.8858736,1.12547358 43.88584719,1.1257588 43.88595,1.12606923 43.88604595,1.12730163 43.88637992,1.12971311 43.88703414,1.13119298 43.88744265,1.13293666 43.88793882,1.13331147 43.88804212,1.13380754 43.88821695,1.13381857 43.88842356,1.13376345 43.88901159,1.13369731 43.88928177,1.13113979 43.88839972,1.13016969 43.88820105,1.12717122 43.88758123,1.12722634 43.88771632,1.12962953 43.88825668,1.13102955 43.88852686,1.13368628 43.8894248,1.13283745 43.89013997,1.13280645 43.89032085,1.13247367 43.89032273,1.13021379 43.88970292,1.1283177 43.88917052,1.12659799 43.88870168,1.12439323 43.88809775,1.12415984 43.88785268))"
PLOT00167,CLIENT00308,43.917731,1.390459,9,2026-06-16,Maïs semence,False,"MULTIPOLYGON(((1.39093709 43.91923169,1.38909557 43.91944944,1.3888928 43.91867676,1.38826506 43.91678054,1.38917466 43.91676154,1.39038635 43.9165304,1.39175845 43.91633413,1.39209101 43.91740863,1.39055883 43.91770042,1.39093709 43.91923169)),((1.39884086 43.92190534,1.39920829 43.92182055,1.3994482 43.92177062,1.39958681 43.92176678,1.39966678 43.92199724,1.39978407 43.92225842,1.40002398 43.92265403,1.400054686 43.92267563,1.4000613 43.92269628,1.40014127 43.9229805,1.39967139 43.92321374,1.39925966 43.9233755,1.39903508 43.92348333,1.39869822 43.92360465,1.39841749 43.92368553,1.39800577 43.92382032,1.39744432 43.92395512,1.39710745 43.92406296,1.39686416 43.92380684,1.39675187 43.92355073,1.39736946 43.9229711,1.39802448 43.92229711,1.39800246 43.92226981,1.39818727 43.92214753,1.39818729 43.92214752,1.39818731 43.92214751,1.39884086 43.92190534)))"
PLOT00171,CLIENT00308,44.039139,1.483423,14,2026-04-22,Maïs semence,False,"POLYGON((1.48279221 44.04020414,1.48092183 44.03698087,1.48153611 44.03672813,1.481667 44.03698514,1.48278697 44.03655633,1.48309407 44.03654625,1.48339431 44.03744135,1.48429107 44.03822415,1.48639204 44.04012126,1.48514939 44.04089481,1.48420139 44.04136447,1.48267691 44.0422301,1.4814855 44.04075668,1.48279221 44.04020414))"
PLOT00172,CLIENT00308,43.928091,1.137564,7,2026-04-24,Maïs semence,False,"POLYGON((1.13705238 43.92886802,1.13681708 43.9290448499,1.13629531 43.9291185299,1.13570193 43.92929537,1.13476971 43.92868152,1.1383185 43.92617294,1.1391184299 43.92708054,1.1396708417 43.9287330613,1.1391184299 43.9289983,1.13863628 43.92914035,1.13820893 43.9292903,1.13785827 43.92937711,1.1374616099 43.92925853,1.13705238 43.92886802))"
PLOT00174,CLIENT00308,44.142128,1.507415,9,2026-05-10,Maïs semence,False,"POLYGON((1.504525957 44.142289423,1.50736903 44.14047494,1.50891927 44.1411733,1.50934716 44.14138588,1.50964997 44.14160319,1.509812836 44.141916403,1.50912347 44.14236812,1.50901117 44.14242069,1.50895747 44.14244522,1.50848389 44.14273607,1.50799221 44.14305682,1.50795965 44.14307722,1.50743302 44.14277961,1.50719986 44.14269052,1.50672628 44.14263445,1.506116 44.14283419,1.50572983 44.14288509,1.5052372 44.14261574,1.504525957 44.142289423))"
PLOT00178,CLIENT00308,43.954641,1.16164,8,2026-04-16,Maïs semence,False,"POLYGON((1.16232343 43.95707023,1.16228052 43.9568098,1.16199487 43.9562476,1.16200439 43.95587051,1.16183155 43.95585048,1.16152337 43.95500977,1.16132842 43.95493704,1.16038765 43.95517057,1.15861155 43.95557341,1.15810062 43.95394452,1.15971452 43.95366427,1.15956043 43.95285272,1.16067992 43.9527211,1.1606814 43.9529198,1.16077804 43.95308216,1.16079952 43.95335277,1.16099279 43.95366204,1.1612505 43.95485271,1.16152968 43.95483725,1.1613569 43.95432784,1.162271 43.95437584,1.16254855 43.95438683,1.16267029 43.95450679,1.16262989 43.95478798,1.16232343 43.95707023))"
PLOT00180,CLIENT00308,43.987412,1.601729,7,2026-04-27,Maïs semence,False,"POLYGON((1.60068872 43.98739086,1.60073661 43.98753941,1.60089501 43.98768594,1.60135513 43.98813096,1.60178508 43.98852713,1.60189822 43.98854341,1.6019812 43.98853256,1.60207171 43.98851085,1.6021924 43.98847286,1.60231309 43.98842945,1.60244886 43.9883806,1.60255574 43.98833612,1.60399623 43.99076086,1.60383315 43.9909564,1.6036882 43.99108024,1.60333775 43.99114958,1.60180948 43.98861219,1.60179237 43.98860763,1.6006369 43.98749717,1.59975859 43.98806505,1.59971481 43.98805337,1.599731996 43.9880822442,1.59952054 43.98821896,1.59904857 43.98844476,1.59931246 43.9890476,1.59985402 43.98953129,1.60048686 43.99016301,1.6001974 43.9924067,1.5995438 43.99074074,1.59827394 43.98909488,1.59883417 43.98909488,1.59919832 43.98896724,1.59898965 43.98844294,1.59875154 43.98821046,1.59836326 43.98783136,1.59983791 43.98679728,1.5998865 43.98681812,1.60053141 43.98727205,1.60068872 43.98739086))"
PLOT00185,CLIENT00308,43.248899,1.644312,11,2026-04-20,Maïs semence,False,"POLYGON((1.64929797 43.24666815,1.65031493 43.24775433,1.65043831 43.24805911,1.65053487 43.24837561,1.65050268 43.24882105,1.65025965 43.24951109,1.65022441 43.2495736,1.64720356 43.25079814,1.64667785 43.25078251,1.64618969 43.25071609,1.64572835 43.25059887,1.6446444 43.24941319,1.64733096 43.24850136,1.64831711 43.24663376,1.64921358 43.24664679,1.64929797 43.24666815))"
PLOT00187,CLIENT00308,43.275868,1.595276,39,2026-04-15,Maïs semence,False,"POLYGON((1.59678762 43.27686684,1.5967779 43.27687467,1.59672065 43.27692074,1.59774543 43.27702341,1.59818731 43.27717742,1.59824842 43.27726983,1.59834949 43.27918879,1.59837474 43.27966826,1.59836455 43.27966395,1.59773352 43.27939734,1.59640788 43.27881897,1.593148 43.27773185,1.5920057 43.27732801,1.59163903 43.27724245,1.59139929 43.27699603,1.59109843 43.27668459,1.5908963 43.27635603,1.59073647 43.27597956,1.59070826 43.27564758,1.59075057 43.27527794,1.59100442 43.27477483,1.59127707 43.27441888,1.59160142 43.27415192,1.59398475 43.27545934,1.594093 43.27404263,1.59399644 43.27312087,1.5943934 43.27308962,1.59483328 43.27310524,1.59546629 43.27327709,1.59617439 43.27353487,1.59628903 43.27280191,1.59661256 43.27255361,1.59663249 43.27253845,1.60036648 43.27434931,1.60023152 43.27440133,1.60020409 43.27440733,1.59985438 43.27448007,1.59888879 43.27461286,1.59788028 43.2747066,1.59742966 43.27465192,1.59703543 43.27460318,1.59686104 43.27458162,1.59695361 43.27482032,1.59740227 43.27570918,1.59728475 43.27622598,1.59698859 43.27670512,1.59678762 43.27686684))"
PLOT00188,CLIENT00308,43.257091,1.591072,27,2026-04-16,Maïs semence,False,"POLYGON((1.59583274 43.25717923,1.59581615 43.25730914,1.59552675 43.25761793,1.59515314 43.25794195,1.59459513 43.25822641,1.59440477 43.25828222,1.59399764 43.25837326,1.58971733 43.25929573,1.58970298 43.25432014,1.59135354 43.25434105,1.59331848 43.25437894,1.59358552 43.25429938,1.59432284 43.25433773,1.59559468 43.25514959,1.59575307 43.25583729,1.59583274 43.25717923))"
PLOT00192,CLIENT00308,43.270104,1.643127,10.29,2026-04-28,Maïs semence,False,"POLYGON((1.6412051091743 43.271119621458,1.6399391065193 43.27024468657,1.6410978208137 43.269369739106,1.6416557202888 43.269166624502,1.6424496541572 43.269619725379,1.6444237599922 43.268619774125,1.6454537282539 43.26865102285,1.6477496991706 43.270338430196,1.6445525060249 43.270885265132,1.6431577573371 43.270869641345,1.6412051091743 43.271119621458))"
PLOT00194,CLIENT00308,43.267714,1.594124,40,2026-04-29,Maïs semence,False,"MULTIPOLYGON(((1.58612782 43.26791859,1.58610075 43.26790373,1.58613805 43.26681746,1.58738219 43.26581229,1.587444 43.26576235,1.58847505 43.26686833,1.58846373 43.26687558,1.58864237 43.26713385,1.5888229 43.26739486,1.58907876 43.2675488,1.58914855 43.26759079,1.58972247 43.26820642,1.59027182 43.26879238,1.59042191 43.26895247,1.58796081 43.26938127,1.587398585 43.269111317,1.58734442 43.26894862,1.58675128 43.26868392,1.58618013 43.26793186,1.58612782 43.26791859)),((1.59111256 43.26971123,1.59111171 43.26970421,1.59106499 43.26931868,1.59053886 43.2687292,1.59579879 43.26517159,1.59815474 43.26673342,1.5991026 43.26663454,1.59980584 43.2678541,1.59887491 43.2680867,1.59886201 43.26808992,1.59956567 43.26904896,1.59958377 43.26907363,1.59956685 43.2690774,1.5995049 43.2690912,1.5988092 43.2692462,1.59228065 43.27070076,1.59149991 43.27039083,1.59149943 43.27039172,1.59096457 43.26994984,1.59098263 43.26992072,1.59111256 43.26971123)))"
